ASX code,Company name,Security type,ISIN code
PMF06,PIMCO,PIMCO EQT WHOLESALE UNCONSTRAIN BOND FD-CLASS B,AU60ETL04040
PCD,PINE CAPITAL LTD,ORDINARY FULLY PAID,AU000000PCD1
HYN01,PINNACLE FUND SERVIC,HYPERION AUSTRALIAN GROWTH COMPANIES FUND,AU60BNT00032
HYN02,PINNACLE FUND SERVIC,HYPERION SMALL GROWTH COMPANIES FUND,AU60BNT01014
PNC,PIONEER CREDIT LTD,ORDINARY FULLY PAID,AU000000PNC0
PNCZZ,PIONEER CREDIT LTD,INITIAL PUBLIC OFFER,AU0000PNCZZ2
PIO,PIONEER RES LTD,ORDINARY FULLY PAID,AU000000PIO5
PIOAO,PIONEER RES LTD,OPTION EXPIRING 15-OCT-2015 EX 10C,AU0000PIOAO4
PIOAS,PIONEER RES LTD,OPTION EXPIRING 15-OCT-2017 EX 30C,AU0000PIOAS5
PGS,PLANET GAS LTD,ORDINARY FULLY PAID,AU000000PGS0
PPN,PLANET PLATINUM LTD,ORDINARY FULLY PAID,AU000000PPN2
PGM,PLATINA RESOURCES,ORDINARY FULLY PAID,AU000000PGM3
PGMN,PLATINA RESOURCES,ORDINARY FULLY PAID DEFERRED,AU00000PGMN1
PGMO,PLATINA RESOURCES,OPTION EXPIRING 30-SEP-2015,AU00000PGMO9
PGMAK,PLATINA RESOURCES,OPTION EXPIRING 26-NOV-2016 EX 10C,AU0000PGMAK0
PGMAI,PLATINA RESOURCES,PERFORMANCE RIGHT,AU0000PGMAI4
PLM01,PLATINUM,PLATINUM GLOBAL FUND,AU60PLA00176
PTM,PLATINUM ASSET,ORDINARY FULLY PAID,AU000000PTM6
PTMAM,PLATINUM ASSET,OPTION EXPIRING VARIOUS DATES EX $4.50,AU0000PTMAM9
PLA,PLATINUM AUSTRALIA,ORDINARY FULLY PAID,AU000000PLA8
PLAAW,PLATINUM AUSTRALIA,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PLAAW0
PLAAY,PLATINUM AUSTRALIA,OPTION EXPIRING 31-DEC-2013 EX $1.23,AU0000PLAAY6
PMC,PLATINUM CAPITAL LTD,ORDINARY FULLY PAID,AU000000PMC2
PMCAI,PLATINUM CAPITAL LTD,ORDINARY FULLY PAID,AU0000PMCAI3
ZPL,PLATINUM FUTURES CME,PLATINUM FUTURES (CME),AU000000ZPL5
PLP,PLATYPUS MINERALS,ORDINARY FULLY PAID,AU000000PLP6
PLPDA,PLATYPUS MINERALS,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000PLPDA8
PLPN,PLATYPUS MINERALS,ORDINARY FULLY PAID DEFERRED,AU00000PLPN4
PLPO,PLATYPUS MINERALS,OPTION EXPIRING 01-DEC-2016 DEFERRED,AU00000PLPO2
PLPAA,PLATYPUS MINERALS,OPTION EXPIRING 30-SEP-2017 EX 3C,AU0000PLPAA4
PLPAI,PLATYPUS MINERALS,OPTION EXPIRING 31-DEC-2014 EX 9C,AU0000PLPAI7
PLD,PLD CORPORATION LTD,ORDINARY FULLY PAID,AU000000PLD2
PLDN,PLD CORPORATION LTD,ORDINARY FULLY PAID DEFERRED,AU00000PLDN0
PLDAK,PLD CORPORATION LTD,OPTION EXPIRING 31-DEC-2015 EX VARIOUS PRICES,AU0000PLDAK9
PLDAY,PLD CORPORATION LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PLDAY0
PRM,PLENTEX LIMITED,ORDINARY FULLY PAID,AU000000PRM0
PRMAI,PLENTEX LIMITED,OPTION EXPIRING 30-NOV-2014 EX 30C,AU0000PRMAI1
PRMAW,PLENTEX LIMITED,OPTION EXPIRING 30-SEP-2014 EX 25C,AU0000PRMAW2
PRMO,PLENTEX LIMITED,OPTION EXPIRING 30-NOV-2013 DEFERRED,AU00000PRMO6
PLV,PLUTON RESOURCES,ORDINARY FULLY PAID,AU000000PLV4
PLVN,PLUTON RESOURCES,ORDINARY FULLY PAID DEFERRED,AU00000PLVN2
PLVNA,PLUTON RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000PLVNA5
PLVR,PLUTON RESOURCES,RIGHTS - APPLICATIONS CLOSE 14-MAY-2014,AU00000PLVR3
PLVO,PLUTON RESOURCES,OPTION EXPIRING 03-OCT-2014,AU00000PLVO0
PLVOA,PLUTON RESOURCES,OPTION EXPIRING 31-MAR-2017,AU0000PLVOA3
PLVAK,PLUTON RESOURCES,OPTION EXPIRING 02-OCT-2016 EX 30C,AU0000PLVAK1
PLVAM,PLUTON RESOURCES,OPTION EXPIRING 22-JUL-2017 EX 83.1C,AU0000PLVAM7
PLVAO,PLUTON RESOURCES,PERFORMANCE RIGHTS,AU0000PLVAO3
PLH,PLYMOUTH MINERALS,ORDINARY FULLY PAID,AU000000PLH3
PLHO,PLYMOUTH MINERALS,OPTION EXPIRING 30-JUN-2015,AU00000PLHO9
PLHAI,PLYMOUTH MINERALS,OPTION EXPIRING 05-MAR-2017 EX 20C,AU0000PLHAI4
PLHAJ,PLYMOUTH MINERALS,OPTION EXPIRING 24-DEC-2017 EX 14C,AU0000PLHAJ2
PAF,PM CAPITAL ASIAN OPS,ORDINARY FULLY PAID,AU000000PAF0
PAFO,PM CAPITAL ASIAN OPS,OPTION EXPIRING 31-MAY-2016,AU00000PAFO6
PGF,PM CAPITAL FUND,ORDINARY FULLY PAID,AU000000PGF7
PGFO,PM CAPITAL FUND,OPTION EXPIRING 30-JUN-2015,AU00000PGFO3
PMP,PMP LIMITED,ORDINARY FULLY PAID,AU000000PMP4
PMPAO,PMP LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PMPAO3
PVE,PO VALLEY ENERGY LTD,ORDINARY FULLY PAID,AU000000PVE9
PNV,POLYNOVO LIMITED,ORDINARY FULLY PAID,AU000000PNV0
PNVAK,POLYNOVO LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PNVAK7
PEW,PORTFOLIO ENDOWMENT,PORTFOLIO ENDOWMENT WARRANT,AU000000PEW7
PIW,PORTFOLIO INSTALMENT,PORTFOLIO INSTALMENT WARRANT,AU000000PIW8
POS,POSEIDON NICK LTD,ORDINARY FULLY PAID,AU000000POS4
POSYY,POSEIDON NICK LTD,CONDITIONAL PLACEMENT,AU0000POSYY2
POSAQ,POSEIDON NICK LTD,OPTION EXPIRING 23-NOV-2016 EX 22C,AU0000POSAQ8
POSAZ,POSEIDON NICK LTD,OPTION EXPIRING 31-AUG-2016 EX 22C,AU0000POSAZ9
POSAA,POSEIDON NICK LTD,UNSEC.RED.CONV.NOTES MATURING 30-MAR-2017,AU0000POSAA2
POSAM,POSEIDON NICK LTD,5% UNSEC.RED.CONV.NOTES MATURING 16-JUL-2014,AU0000POSAM7
POK,POTASH MINERALS LTD,ORDINARY FULLY PAID,AU000000POK1
POKO,POTASH MINERALS LTD,OPTION EXPIRING 30-NOV-2015,AU00000POKO7
POKBN,POTASH MINERALS LTD,OPTION EXPIRING 30-NOV-2015 DEFERRED,AU0000POKBN0
PWN,POTASH WEST NL,ORDINARY FULLY PAID,AU000000PWN8
PWNCA,POTASH WEST NL,ORDINARY PARTLY PAID TO 0.1C 4.9C,AU0000PWNCA2
PWNO,POTASH WEST NL,OPTION EXPIRING 15-MAR-2015,AU00000PWNO4
PWNAM,POTASH WEST NL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PWNAM1
PWW,POWER RESOURCES LTD,ORDINARY FULLY PAID,AU000000PWW9
PPK,PPK GROUP LIMITED,ORDINARY FULLY PAID,AU000000PPK8
PRF,PR FINANCIAL GROUP,ORDINARY FULLY PAID,AU000000PRF4
PPS,PRAEMIUM LIMITED,ORDINARY FULLY PAID,AU000000PPS1
PPSAO,PRAEMIUM LIMITED,PERFORMANCE RIGHT EXPIRING VARIOUS DATES,AU0000PPSAO0
PDZ,PRAIRIE MINING LTD,ORDINARY FULLY PAID,AU000000PDZ2
PDZAI,PRAIRIE MINING LTD,OPTION EXPIRING 30-JUN-2015 EX 15C,AU0000PDZAI3
PDZAK,PRAIRIE MINING LTD,OPTION EXPIRING 30-JUN-2016 EX 25C,AU0000PDZAK9
PDZAM,PRAIRIE MINING LTD,OPTION EXPIRING 30-JUN-2016 EX 40C,AU0000PDZAM5
PDZAO,PRAIRIE MINING LTD,OPTION EXPIRING 30-JUN-2017 EX VARIOUS PRICES,AU0000PDZAO1
PDZAP,PRAIRIE MINING LTD,OPTION EXPIRING 30-JUN-2018 EX 45C,AU0000PDZAP8
PDZAQ,PRAIRIE MINING LTD,PERFORMANCE SHARE RIGHT,AU0000PDZAQ6
PBT,PRANA BIOTECHNOLOGY,ORDINARY FULLY PAID,AU000000PBT9
PBTAB,PRANA BIOTECHNOLOGY,OPTION EXPIRING 02-OCT-2018 EX 34C,AU0000PBTAB5
PBTAD,PRANA BIOTECHNOLOGY,OPTION EXPIRING 03-NOV-2018 EX 73C,AU0000PBTAD1
PBTAE,PRANA BIOTECHNOLOGY,OPTION EXPIRING 11-DEC-2018 EX $1.04,AU0000PBTAE9
PBTAF,PRANA BIOTECHNOLOGY,OPTION EXPIRING 05-FEB-2019 EX $1.12,AU0000PBTAF6
PBTAG,PRANA BIOTECHNOLOGY,OPTION EXPIRING 06-APR-2018 EX 25C,AU0000PBTAG4
PBTAI,PRANA BIOTECHNOLOGY,OPTION EXPIRING 24-MAR-2015 EX 22.5C,AU0000PBTAI0
PBTAO,PRANA BIOTECHNOLOGY,OPTION EXPIRING 25-FEB-2016 EX 17C,AU0000PBTAO8
PBTAQ,PRANA BIOTECHNOLOGY,OPTION EXPIRING 13-DEC-2017 EX 33C,AU0000PBTAQ3
PBTAA,PRANA BIOTECHNOLOGY,OPTION EXPIRING 24-OCT-2018 EX 61C,AU0000PBTAA7
PBTAC,PRANA BIOTECHNOLOGY,OPTION EXPIRING 25-JUN-2018 EX 37C,AU0000PBTAC3
PBTAU,PRANA BIOTECHNOLOGY,OPTION EXPIRING 19-DEC-2014 EX 25C,AU0000PBTAU5
PBTAW,PRANA BIOTECHNOLOGY,OPTION EXPIRING 20-MAR-2017 EX 25C,AU0000PBTAW1
PBTAY,PRANA BIOTECHNOLOGY,OPTION EXPIRING 04-AUG-2018 EX 66C,AU0000PBTAY7
PBTAZ,PRANA BIOTECHNOLOGY,OPTION EXPIRING 01-OCT-2018 EX 66C,AU0000PBTAZ4
PMR,PRECIOUS METAL RES,ORDINARY FULLY PAID,AU000000PMR0
PMRAK,PRECIOUS METAL RES,OPTION EXPIRING 24-OCT-2016 EX 30C,AU0000PMRAK7
PMRAM,PRECIOUS METAL RES,OPTION EXPIRING 06-DEC-2014 EX 30C,AU0000PMRAM3
PDI,PREDICTIVE DISC LTD,ORDINARY FULLY PAID,AU000000PDI8
PDIN,PREDICTIVE DISC LTD,ORDINARY FULLY PAID DEFERRED,AU00000PDIN6
PDIAK,PREDICTIVE DISC LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PDIAK5
PDIAO,PREDICTIVE DISC LTD,OPTION EXPIRING 20-AUG-2015 EX 25C,AU0000PDIAO7
PDIAI,PREDICTIVE DISC LTD,OPTION EXPIRING 11-JUL-2015 EX 31C,AU0000PDIAI9
PCAPA,PREFERRED CAPITAL,PERPETUAL EXCHANGE.REPURCH.LISTED SHS (PERLS III),AU0000PCAPA3
PCAAI,PREFERRED CAPITAL,ORDINARY FULLY PAID - CBA,AU0000PCAAI8
PCF,PREMCHINAFUND,PREMIUM CHINA FUND,AU000000PCF6
PMV,PREMIER INVESTMENTS,ORDINARY FULLY PAID,AU000000PMV2
PMVAI,PREMIER INVESTMENTS,PERFORMANCE RIGHTS,AU0000PMVAI3
PEZ,PREMIERE EASTERN ENE,ORDINARY FULLY PAID,AU000000PEZ0
PTX,PRESCIENT LTD,ORDINARY FULLY PAID,AU000000PTX3
PTXDA,PRESCIENT LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000PTXDA5
PTXDC,PRESCIENT LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000PTXDC1
PTXAB,PRESCIENT LTD,ORDINARY FULLY PAID RESTRICTED,AU0000PTXAB9
PTXCA,PRESCIENT LTD,"ORDINARY PARTLY PAID TO 20C, 20C UNPAID DEFERRED",AU0000PTXCA7
PTXAA,PRESCIENT LTD,OPTION EXPIRING 11-DEC-2018 EX 14C,AU0000PTXAA1
PTXAI,PRESCIENT LTD,OPTION EXPIRING 12-OCT-2017 EX 10C,AU0000PTXAI4
PRR,PRIMA BIOMED LTD,ORDINARY FULLY PAID,AU000000PRR9
PRRO,PRIMA BIOMED LTD,OPTION EXPIRING 19-JUN-2017,AU00000PRRO5
PRRAC,PRIMA BIOMED LTD,OPTION EXPRING 06-MAY-2015 EX 25C,AU0000PRRAC3
PRRAD,PRIMA BIOMED LTD,OPTION EXPIRING 19-MAY-2015 EX 23.51C,AU0000PRRAD1
PRRAL,PRIMA BIOMED LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PRRAL4
PRRAM,PRIMA BIOMED LTD,PERFORMANCE RIGHTS,AU0000PRRAM2
PRRAW,PRIMA BIOMED LTD,OPTION EXPIRING 12-FEB-2015 EX 23.45C,AU0000PRRAW1
PRRAZ,PRIMA BIOMED LTD,OPTION EXPIRING 18-MAR-2015 EX 22.77C,AU0000PRRAZ4
PRRAA,PRIMA BIOMED LTD,CONVERTIBLE NOTES,AU0000PRRAA7
PGO,PRIMARY GOLD LTD,ORDINARY FULLY PAID,AU000000PGO9
PGOO,PRIMARY GOLD LTD,OPTION EXPIRING 31-MAR-2015,AU00000PGOO5
PGOOA,PRIMARY GOLD LTD,OPTION EXPIRING 31-DEC-2015,AU0000PGOOA8
PGOAM,PRIMARY GOLD LTD,ORDINARY FULLY PAID RESTRICTED,AU0000PGOAM2
PGOAP,PRIMARY GOLD LTD,OPTION EXPIRING 28-NOV-2018 EX 3.1C,AU0000PGOAP5
PGOAO,PRIMARY GOLD LTD,OPTION EXPIRING 28-FEB-2017 RESTRICTED EX 20C,AU0000PGOAO8
PRY,PRIMARY HEALTH CARE,ORDINARY FULLY PAID,AU000000PRY5
PRYAK,PRIMARY HEALTH CARE,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PRYAK2
PRYHA,PRIMARY HEALTH CARE,UNSEC.UNSUB.RED.FLOAT RATE BOND A MAT 28-SEP-2015,AU0000PRYHA8
POP,PRIMARY OPINION LTD,ORDINARY FULLY PAID,AU000000POP0
POPDA,PRIMARY OPINION LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000POPDA2
POPAA,PRIMARY OPINION LTD,OPTION EXPIRING DATES EXPIRING VARIOUS PRICES,AU0000POPAA8
PRP,PRIME CREDIT PROP.,UNITS FULLY PAID,AU000000PRP3
PFG,PRIME FINANCIAL,ORDINARY FULLY PAID,AU000000PFG7
PFGAU,PRIME FINANCIAL,"ORDINARY PARTLY PAID TO 0.9C, 89.1C UNPAID",AU0000PFGAU3
PRT,PRIME MEDIA GRP LTD,ORDINARY FULLY PAID,AU000000PRT5
PRTAI,PRIME MEDIA GRP LTD,PERFORMANCE RIGHTS EXPIRING 23-DEC-2014,AU0000PRTAI6
PRTAM,PRIME MEDIA GRP LTD,PERFORMANCE RIGHTS EXPIRING 29-NOV-2015,AU0000PRTAM8
PRTAQ,PRIME MEDIA GRP LTD,PERFORMANCE RIGHT EXPIRING 18-DEC-2016,AU0000PRTAQ9
PRTAR,PRIME MEDIA GRP LTD,PERFORMANCE RIGHT EXPIRING 18-OCT-2017,AU0000PRTAR7
PRTAS,PRIME MEDIA GRP LTD,PERFORMANCE RIGHTS EXPIRING 20-DEC-2017,AU0000PRTAS5
PRTAO,PRIME MEDIA GRP LTD,PERFORMANCE RIGHT EXPIRING 28-DEC-2015,AU0000PRTAO4
PAG,PRIMEAG AUSTRALIA,ORDINARY FULLY PAID,AU000000PAG8
PAGAI,PRIMEAG AUSTRALIA,ORDINARY FULLY PAID DEFERRED,AU0000PAGAI9
PME,PRO MEDICUS LIMITED,ORDINARY FULLY PAID,AU000000PME8
PMEAI,PRO MEDICUS LIMITED,PERFORMANCE RIGHTS,AU0000PMEAI9
PMEAK,PRO MEDICUS LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PMEAK5
PPG,PRO-PAC PACKAGING,ORDINARY FULLY PAID,AU000000PPG6
PPGAA,PRO-PAC PACKAGING,OPTION EXPIRING 25-JUN-2017 EX VARIOUS PRICES,AU0000PPGAA4
PBP,PROBIOTEC LIMITED,ORDINARY FULLY PAID,AU000000PBP7
PBPAI,PROBIOTEC LIMITED,ORDINARY FULLY PAID EMPLOYEE,AU0000PBPAI8
PBPAK,PROBIOTEC LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PBPAK4
PGL,PROGEN PHARMACEUTIC,ORDINARY FULLY PAID,AU000000PGL5
PGLAI,PROGEN PHARMACEUTIC,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PGLAI6
PRG,PROGRAMMED,ORDINARY FULLY PAID,AU000000PRG2
PRGAI,PROGRAMMED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PRGAI3
PRGAK,PROGRAMMED,PERFORMANCE RIGHTS EXPIRING VARIOUS DATES,AU0000PRGAK9
POBHA,PROGRESS 2010-1,CLASS A ABS FRN MAT.12-DEC-2040 MIN.CONS.$5HT NC,AU0000POBHA3
POBHB,PROGRESS 2010-1,CLASS AB ABS FRN MAT.12-DEC-2040 MIN.CONS.$5HT NC,AU0000POBHB1
PRA,PROMESA LIMITED,ORDINARY FULLY PAID,AU000000PRA5
PRAAK,PROMESA LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PRAAK2
PRO,PROPHECY INTERNATION,ORDINARY FULLY PAID,AU000000PRO6
PSC,PROSPECT RES LTD,ORDINARY FULLY PAID,AU000000PSC9
PSCAB,PROSPECT RES LTD,OPTION EXPIRING 30-JUN-2015 EX 1.5C,AU0000PSCAB5
PSP,PROSPERITY RESOURCES,ORDINARY FULLY PAID,AU000000PSP1
PSPAA,PROSPERITY RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PSPAA9
PSPAI,PROSPERITY RESOURCES,PERFORMANCE RIGHTS EXPIRING VARIOUS DATES,AU0000PSPAI2
PIQ,PROTEOMICS INT LAB,ORDINARY FULLY PAID,AU000000PIQ0
PRW,PROTO RESOURCE & INV,ORDINARY FULLY PAID,AU000000PRW9
PRWDA,PROTO RESOURCE & INV,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000PRWDA1
PRWNA,PROTO RESOURCE & INV,ORDINARY FULLY PAID DEFERRED,AU0000PRWNA0
PRWDB,PROTO RESOURCE & INV,OPTION EXPIRING 01-SEP-2014 DEFERRED SETTLEMENT,AU0000PRWDB9
PRWDC,PROTO RESOURCE & INV,OPTION EXPIRING 31-DEC-2013 DEFERRED SETTLEMENT,AU0000PRWDC7
PRWDD,PROTO RESOURCE & INV,OPTION EXPIRING 26-MAR-2017 DEFERRED SETTLEMENT,AU0000PRWDD5
PRWO,PROTO RESOURCE & INV,OPTION EXPIRING 01-SEP-2014,AU00000PRWO5
PRWOA,PROTO RESOURCE & INV,OPTION EXPIRING 31-DEC-2013,AU0000PRWOA8
PRWOB,PROTO RESOURCE & INV,OPTION EXPIRING 26-MAR-2017,AU0000PRWOB6
PRWOC,PROTO RESOURCE & INV,OPTION EXPIRING 17-DEC-2017,AU0000PRWOC4
PRWAB,PROTO RESOURCE & INV,PERFORMANCE SHARES,AU0000PRWAB5
PRWAA,PROTO RESOURCE & INV,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PRWAA7
PRWAM,PROTO RESOURCE & INV,OPTION EXPIRING 12-SEP-2018 EX 35C,AU0000PRWAM2
PRWAO,PROTO RESOURCE & INV,OPTION EXPIRING 18-APR-2017 EX 2.6C,AU0000PRWAO8
PRWAQ,PROTO RESOURCE & INV,OPTION EXPIRING 20-MAY-2017 EX 1.3C,AU0000PRWAQ3
PRWAS,PROTO RESOURCE & INV,OPTION EXPIRING 01-JAN-2018 EX 3C,AU0000PRWAS9
PONHA,PROVINCE OF ONTARIO,6.00% MTN 30-NOV-2016 MIN.CONS.$5HT NON-CHESS,AU0000PONHA8
PYM,PRYME ENERGY LIMITED,ORDINARY FULLY PAID,AU000000PYM6
PYMNA,PRYME ENERGY LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000PYMNA7
PYMN,PRYME ENERGY LIMITED,ORDINARY FULLY PAID DEFERRED,AU00000PYMN4
PYMR,PRYME ENERGY LIMITED,RIGHTS - APPLICATIONS CLOSE 17-JUL-2014,AU00000PYMR5
PYMO,PRYME ENERGY LIMITED,OPTION EXPIRING 23-JUL-2016,AU00000PYMO2
PYMAA,PRYME ENERGY LIMITED,OPTION EXPIRING 23-JUL-2016 EX 2C,AU0000PYMAA4
PSZ,PS&C LIMITED,ORDINARY FULLY PAID,AU000000PSZ0
PVA,PSIVIDA CORP,CHESS DEPOSITARY INTERESTS 1:1,AU000000PVA7
PVAAI,PSIVIDA CORP,COMMON STOCK,AU0000PVAAI8
PVAAK,PSIVIDA CORP,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PVAAK4
PVAAO,PSIVIDA CORP,WARRANT EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PVAAO6
PTB,PTB GROUP LIMITED,ORDINARY FULLY PAID,AU000000PTB9
PHA,PUBLIC HOLDINGS,ORDINARY FULLY PAID,AU000000PHA6
PHAN,PUBLIC HOLDINGS,ORDINARY FULLY PAID DEFERRED,AU00000PHAN4
PHG,PULSE HEALTH LIMITED,ORDINARY FULLY PAID,AU000000PHG3
PHGDA,PULSE HEALTH LIMITED,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000PHGDA5
PHGAI,PULSE HEALTH LIMITED,PERFORMANCE RIGHTS,AU0000PHGAI4
PUOHA,PUMA 2014-2,CLASS A FRN MAT.18-OCT-2045 MIN.CON.$5HT NC,AU0000PUOHA3
PUQHA,PUMA 2014-4P,CLASS A FRN MAT.20-FEB-2046 MIN.CON.$5HT NC,AU0000PUQHA8
PUHHA,PUMA MASTERFUND H-1,SER.A CL.A RMB FRN MAT.23-JUL-2038 MINCON $5HT N-C,AU3FN0002960
PUHHB,PUMA MASTERFUND H-1,SER.A CL.B RMB FRN MAT.23-JUL-2038 MINCON $5HT N-C,AU3FN0002978
PUPHA,PUMA MASTERFUND P-11,SER.B CL.A MORTGAGE BACKED FRN MINCON$5HT NONCHESS,AU300PUMB035
PUPHB,PUMA MASTERFUND P-11,SER.B CL.B MORTGAGE BACKED FRN MINCON$5HT NONCHESS,AU300PUMB043
PUCHA,PUMA MASTERFUND P-12,CLASS A FRN MAT.MAY-2038 MIN.CONS.$5HT NON-CHESS,AU300PUMC017
PUCHB,PUMA MASTERFUND P-12,CLASS B FRN MAT.MAY-2038 MIN.CONS.$5HT NON-CHESS,AU300PUMC025
PUCHC,PUMA MASTERFUND P-12,SERIES B CL.A MTN MAT.MAY-2038 MIN.CONS.$5HT NC,AU300PUMC033
PUCHD,PUMA MASTERFUND P-12,SERIES B CL.B MTN MAT.MAY-2038 MIN.CONS.$5HT NC,AU300PUMC041
PUIHA,PUMA MASTERFUND P-13,FRN SERIES A CL A RMB 07-OCT-2039 MIN.CON.$5HT NC,AU0000PUIHA5
PUIHB,PUMA MASTERFUND P-13,FRN SERIES A CL B RMB 07-OCT-2039 MIN.CON.$5HT NC,AU0000PUIHB3
PUBHA,PUMA MASTERFUND P-16,CLASS AB RMBS FRN MAT 11-OCT-2041 MIN.CONS.$5HT NC,AU0000PUBHA0
PUAHA,PUMA MASTERFUND S-4,SER.A CL.A RMBFRN MAT.19-APR-2038 MIN.CON.$5HT N-C,AU0000PUAHA2
PUAHB,PUMA MASTERFUND S-4,SER.A CL.B RMBFRN MAT.19-APR-2038 MIN.CON.$5HT N-C,AU0000PUAHB0
PUEHA,PUMA MASTERFUND S-5,FRN SERIES A CL-A RMB 24-NOV-2039 MIN.CONS.$5HT NC,AU3FN0004081
PUEHB,PUMA MASTERFUND S-5,FRN SERIES A CL-B RMB 24-NOV-2039 MIN.CONS.$5HT NC,AU3FN0004099
PUDHA,PUMA MASTERFUND S-6,FRN CLASS A RMB 25-JUN-2040 MIN CONS $5HT NC,AU0000PUDHA6
PUSHA,PUMA MASTERFUND S-7,CLASS A FRN MAT 09-JUL-2040 MIN CONS $5HT NC,AU3FN0006250
PUGHA,PUMA MASTERFUND S-8,CLASS A2 RMBS FRN MAT 19-OCT-2039 MIN.CONS.$5HT NC,AU3FN0010344
PUGHB,PUMA MASTERFUND S-8,CLASS AB RMBS FRN MAT 19-OCT-2039 MIN.CONS.$5HT NC,AU3FN0010351
PUJHA,PUMA SERIES 2013-1,CLASS A FRN MAT.10-JAN-2045 MIN.CON.$5HT NC,AU0000PUJHA3
PUKHA,PUMA SERIES 2014-1,CLASS A FRN MAT 13-MAY-2045 MINCONS $5HT NON-CHESS,AU0000PUKHA1
PVD,PURA VIDA ENERGY NL,ORDINARY FULLY PAID,AU000000PVD1
PVDAS,PURA VIDA ENERGY NL,ORDINARY PARTLY PAID TO 1 C VAR UNPAID,AU0000PVDAS1
PVDAK,PURA VIDA ENERGY NL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000PVDAK8
PVDAM,PURA VIDA ENERGY NL,PERFORMANCE RIGHT,AU0000PVDAM4
PVDAY,PURA VIDA ENERGY NL,OPTION EXPIRING 20-AUG-2017 EX 35C,AU0000PVDAY9
PVDAZ,PURA VIDA ENERGY NL,OPTION EXPIRING 06-SEP-2016 EX 40C,AU0000PVDAZ6
QTG,Q TECHNOLOGY GRP LTD,ORDINARY FULLY PAID,AU000000QTG6
QTGAI,Q TECHNOLOGY GRP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000QTGAI7
QAN,QANTAS AIRWAYS,ORDINARY FULLY PAID,AU000000QAN2
QBE,QBE INSURANCE GROUP,ORDINARY FULLY PAID,AU000000QBE9
QBEAI,QBE INSURANCE GROUP,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000QBEAI0
QBEAJ,QBE INSURANCE GROUP,SUBORDINATED CONVERTIBLE NOTES,AU0000QBEAJ8
QBEAK,QBE INSURANCE GROUP,3.25% CONVERTIBLE NOTE MATURING 31-DEC-2038,AU0000QBEAK6
QMN,QLD MINING CORP,ORDINARY FULLY PAID,AU000000QMN7
QMNNB,QLD MINING CORP,ORDINARY FULLY PAID DEFERRED,AU0000QMNNB6
QRX,QRXPHARMA LTD,ORDINARY FULLY PAID,AU000000QRX5
QRXAO,QRXPHARMA LTD,OPTION EXPIRING 25-MAY-2014 EX $1.00,AU0000QRXAO4
QRXAQ,QRXPHARMA LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000QRXAQ9
QRXAZ,QRXPHARMA LTD,OPTION EXPIRING 25-MAY-2014 EX $2.00,AU0000QRXAZ0
QRXAM,QRXPHARMA LTD,OPTION EXPIRING 17-FEB-2017 EX 84C,AU0000QRXAM8
QTM,QUANTUM ENERGY.,ORDINARY FULLY PAID,AU000000QTM4
QTMAK,QUANTUM ENERGY.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000QTMAK1
QUR,QUANTUM RESOURCES,ORDINARY FULLY PAID,AU000000QUR1
QUB,QUBE HOLDINGS LTD,ORDINARY FULLY PAID,AU000000QUB5
